#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-21.0,252,2684.088382
-20.0,315,2686.647227
-21.0,294,2689.087863
-21.0,280,2691.324982
-20.0,270,2693.533215
-21.0,287,2695.916861
-19.0,359,2698.82986
-21.0,288,2701.23881
-21.0,326,2703.962735
-19.0,304,2706.509978
-21.0,272,2709.047866
-21.0,276,2711.840304
-20.0,324,2714.535442
-21.0,304,2717.050048
-21.0,288,2719.396676
-19.0,330,2722.199815
-21.0,267,2724.388183
-21.0,291,2726.876652
-20.0,322,2729.52321
-20.0,346,2732.385198
-19.0,345,2735.166367
-19.0,378,2738.311098
-20.0,342,2741.188283
-20.0,351,2744.040247
-21.0,270,2746.277178
-20.0,294,2748.659603
-20.0,336,2751.441445
-21.0,293,2753.834967
-21.0,245,2755.857648
-21.0,332,2758.621093
-21.0,282,2760.908829
-21.0,287,2763.274154
-20.0,302,2765.7253
-20.0,321,2768.405277
-20.0,330,2771.083084
-19.0,327,2773.791534
-20.0,283,2776.120939
-21.0,312,2778.699046
-21.0,248,2780.725937
-20.0,298,2783.197985
-20.0,316,2785.817302
-21.0,315,2788.488918
-20.0,313,2791.121686
-19.0,361,2794.428107
-21.0,282,2796.751727
-21.0,291,2799.225326
-20.0,294,2801.604233
-20.0,297,2803.982122
-21.0,248,2806.0818
-21.0,274,2808.292485
-20.0,341,2811.10394
-21.0,270,2813.274708
-20.0,304,2815.838078
-21.0,337,2818.602626
-21.0,318,2821.211168
-20.0,330,2823.884607
-20.0,295,2826.346958
-20.0,303,2828.778858
-21.0,276,2831.08775
-20.0,317,2833.684911
-21.0,281,2836.121811
-20.0,275,2838.374462
-20.0,271,2840.577187
-21.0,319,2843.268369
-21.0,274,2845.480501
-21.0,307,2848.052479
-21.0,272,2850.282578
-21.0,311,2852.852843
-20.0,297,2855.26741
-20.0,343,2858.106342
-19.0,328,2860.764427
-20.0,274,2863.074856
-20.0,295,2865.490799
-20.0,283,2867.863477
-20.0,294,2870.28915
-20.0,369,2873.374736
-21.0,310,2875.905113
-21.0,289,2878.394121
-21.0,268,2880.593208
-21.0,280,2882.912864
-20.0,282,2885.192796
-21.0,270,2887.416443
-20.0,334,2890.129553
-20.0,275,2892.335837
-20.0,273,2894.72655
-21.0,271,2896.917091
-21.0,320,2899.590065
-21.0,276,2901.835493
-21.0,269,2904.079464
-21.0,305,2906.587711
-21.0,278,2908.911345
-21.0,283,2911.198685
-20.0,319,2913.899516
-21.0,259,2915.950897
-20.0,294,2918.33489
-21.0,253,2920.465553
-21.0,255,2922.556468
-21.0,270,2924.811765
-21.0,258,2926.921662
-20.0,275,2929.240948
-21.0,276,2931.520304
-20.0,323,2934.179779
-21.0,324,2936.837231
-21.0,252,2938.9049
-20.0,309,2941.480325
-21.0,256,2943.576267
-20.0,284,2945.920148
-21.0,247,2947.947675
-21.0,310,2950.541912
-20.0,305,2952.982352
-20.0,310,2955.590158
-21.0,276,2957.834187
-20.0,296,2960.284037
-21.0,293,2962.687308
-19.0,392,2965.91861
-21.0,256,2968.111908
-21.0,258,2970.363959
-21.0,261,2972.533355
-21.0,265,2974.837424
-20.0,274,2977.366764
-20.0,284,2979.676608
-21.0,285,2982.055439
-19.0,315,2984.605837
-21.0,264,2986.810093
-19.0,324,2989.449786
-21.0,258,2991.586486
-21.0,296,2994.022358
-21.0,322,2996.653426
-21.0,257,2998.84968
-21.0,259,3000.983923
-20.0,353,3003.943945
-20.0,271,3006.19373
-21.0,312,3008.810556
-21.0,255,3010.856314
-21.0,297,3013.343182
-20.0,314,3015.896723
-20.0,277,3018.21866
-20.0,307,3020.693377
-21.0,250,3022.807785
-21.0,265,3025.013826
-21.0,254,3027.113931
-21.0,283,3029.49493
-19.0,343,3032.36021
-20.0,300,3034.901222
-21.0,335,3037.666733
-21.0,312,3040.268633
-21.0,311,3042.845295
-20.0,284,3045.201976
-20.0,309,3047.698976
-21.0,351,3050.673079
-21.0,253,3052.717366
-21.0,366,3055.865086
-21.0,315,3058.459605
-20.0,313,3061.257784
-21.0,250,3063.380505
-21.0,315,3066.237325
-21.0,268,3068.507129
-20.0,302,3071.120451
-21.0,255,3073.22518
-21.0,317,3076.057315
-21.0,296,3078.50123
-21.0,299,3081.046677
-21.0,281,3083.381625
-20.0,328,3086.17849
-19.0,362,3089.169964
-19.0,342,3092.104325
-21.0,250,3094.212851
-21.0,312,3096.820626
-21.0,288,3099.209822
-18.0,329,3101.956788
-20.0,297,3104.385931
-20.0,372,3107.617979
-20.0,368,3110.814387
-21.0,308,3113.497302
-21.0,276,3115.797999
-21.0,283,3118.250441
-19.0,379,3121.438624
-20.0,320,3124.154965
-20.0,289,3126.54237
-21.0,329,3129.337104
-20.0,276,3131.587821
-19.0,384,3134.852684
-21.0,272,3137.199505
-21.0,286,3139.579765
-21.0,275,3141.985429
-21.0,268,3144.272113
-21.0,321,3146.857312
-20.0,268,3149.15074
-21.0,249,3151.202898
-20.0,321,3153.90524
-20.0,301,3156.444938
-21.0,295,3159.173763
-19.0,326,3161.86653
-21.0,260,3164.10395
-20.0,292,3166.521253
-21.0,291,3168.937706
-19.0,379,3172.092159
-20.0,325,3174.93368
-21.0,296,3177.433523
-20.0,290,3179.975107
-21.0,258,3182.142225
-21.0,293,3184.742707
-19.0,301,3187.333492
-20.0,309,3189.920734
-21.0,288,3192.256622
-21.0,287,3194.679476
-21.0,305,3197.201431
-20.0,302,3199.766561
-21.0,294,3202.176621
-20.0,297,3204.615242
-21.0,297,3207.094789
-20.0,371,3210.183999
-20.0,294,3212.647065
-21.0,254,3214.70694
-19.0,331,3217.551963
-21.0,250,3219.694622
-21.0,304,3222.389054
-21.0,277,3224.695112
-21.0,300,3227.268896
-21.0,300,3229.751713
-21.0,262,3232.134506
-21.0,274,3234.354562
-20.0,366,3237.449062
-21.0,253,3239.542783
-21.0,277,3241.903369
-21.0,267,3244.091497
-21.0,246,3246.153403
-21.0,376,3249.393308
-20.0,308,3252.088439
-21.0,269,3254.373227
-21.0,280,3256.625123
-21.0,292,3259.118886
-20.0,309,3261.640564
-19.0,364,3264.703066
-18.0,369,3267.779406
-20.0,309,3270.293688
-21.0,290,3272.727645
-20.0,306,3275.263411
-21.0,320,3277.941262
-21.0,291,3280.32222
-21.0,250,3282.405684
-21.0,290,3284.893815
-20.0,323,3287.538451
-21.0,255,3289.69719
-21.0,274,3291.970964
-21.0,265,3294.224519
-20.0,280,3296.527526
-21.0,291,3298.981375
-21.0,292,3301.345364
-21.0,303,3303.926537
-21.0,350,3306.812233
-20.0,299,3309.378234
-21.0,269,3311.608589
-19.0,326,3314.301499
-21.0,328,3317.087798
-21.0,298,3319.616278
-21.0,311,3322.257854
-21.0,263,3324.456608
-20.0,294,3326.934078
-21.0,320,3329.766025
-21.0,267,3332.164613
-21.0,285,3334.558275
-18.0,361,3337.594928
-21.0,279,3340.197732
-20.0,316,3342.930462
-19.0,354,3345.908896
-21.0,280,3348.16591
-20.0,271,3350.55594
-21.0,243,3352.555887
-21.0,284,3354.983109
-21.0,278,3357.351829
-21.0,269,3359.521394
-20.0,323,3362.226701
-21.0,283,3364.584252
-21.0,316,3367.310436
-21.0,337,3370.15006
-20.0,306,3372.855356
-21.0,272,3375.150208
-19.0,354,3378.205393
-21.0,268,3380.419743
-18.0,342,3383.28725
-21.0,270,3385.551538
-21.0,271,3387.836477
-21.0,275,3390.090545
-21.0,276,3392.443042
-20.0,276,3394.679657
-21.0,298,3397.171975
-21.0,300,3399.92406
-21.0,261,3402.036567
-19.0,307,3404.678343
-20.0,276,3407.00034
-21.0,274,3409.305915
-19.0,307,3411.805091
-19.0,362,3414.875538
-21.0,281,3417.169654
-21.0,256,3419.380538
-20.0,309,3421.910381
-21.0,285,3424.322123
-21.0,246,3426.381275
-21.0,289,3428.892803
-20.0,317,3431.514084
-20.0,360,3434.62375
-20.0,311,3437.153345
-19.0,319,3439.982428
-21.0,326,3442.66891
-21.0,261,3445.056847
-21.0,302,3447.564594
-20.0,343,3450.498062
-20.0,280,3452.91901
-20.0,312,3455.68226
-21.0,292,3458.164589
-20.0,314,3460.883115
-20.0,277,3463.119277
-20.0,327,3465.874975
-21.0,327,3468.747895
-20.0,276,3471.120323
-21.0,297,3473.543942
-20.0,359,3476.500742
-21.0,273,3478.768973
-20.0,289,3481.195963
-20.0,273,3483.423847
-21.0,267,3485.679431
-20.0,277,3487.893304
-20.0,293,3490.316088
-20.0,288,3492.73265
-20.0,305,3495.259073
-20.0,273,3497.589311
-21.0,271,3500.069662
-21.0,244,3502.17225
-21.0,274,3504.430439
-20.0,346,3507.345258
-21.0,255,3509.433381
-21.0,265,3511.693238
-21.0,292,3514.137092
-20.0,319,3516.806127
-21.0,319,3519.587942
-20.0,288,3522.481417
-21.0,282,3525.01098
-21.0,284,3527.380435
-21.0,342,3530.233613
-21.0,307,3532.82253
-20.0,315,3535.389657
-21.0,283,3537.750879
-21.0,294,3540.195015
-21.0,272,3542.423565
-18.0,378,3545.569892
-21.0,287,3547.918036
-21.0,277,3550.263404
-19.0,359,3553.230387
-18.0,369,3556.236315
-21.0,265,3558.48672
-20.0,297,3560.97906
-20.0,330,3563.681767
-21.0,260,3565.842092
-20.0,297,3568.257747
-20.0,304,3570.857494
-21.0,289,3573.206193
-21.0,385,3576.425812
-21.0,283,3578.747393
-21.0,287,3581.178478
-21.0,264,3583.291199
-21.0,274,3585.663397
-21.0,278,3588.001705
-21.0,277,3590.430161
-21.0,251,3592.516854
-21.0,261,3594.771547
-20.0,294,3597.164433
-20.0,293,3599.731901
-21.0,257,3601.900723
-21.0,265,3604.116247
-21.0,294,3606.596206
-20.0,308,3609.218344
-21.0,255,3611.347479
-20.0,362,3614.332513
-20.0,285,3616.798419
-19.0,317,3619.426828
-21.0,267,3621.966558
-20.0,332,3624.762297
-20.0,292,3627.305516
-21.0,254,3629.409924
-19.0,308,3632.047347
-21.0,295,3634.549743
-20.0,293,3637.061893
-20.0,284,3639.383222
-19.0,380,3642.55274
-21.0,257,3644.63747
-20.0,327,3647.497939
-21.0,288,3649.864181
-20.0,321,3652.598201
-21.0,262,3654.838025
-21.0,273,3657.041272
-19.0,349,3659.966415
-21.0,252,3662.063229
-20.0,336,3664.970305
-21.0,283,3667.300035
-21.0,275,3669.812474
-21.0,293,3672.265703
-21.0,263,3674.539211
-21.0,321,3677.226139
-20.0,319,3680.109483
-21.0,300,3682.819429
-21.0,271,3685.173827
-21.0,259,3687.287498
-21.0,274,3689.64852
-21.0,274,3691.928843
-21.0,294,3694.380633
-21.0,277,3696.662496
-21.0,263,3698.903901
-21.0,263,3701.077174
-21.0,291,3703.645379
-20.0,306,3706.335245
-21.0,365,3709.374824
-21.0,251,3711.476646
-21.0,289,3713.851554
-21.0,380,3717.01989
-21.0,284,3719.375745
-21.0,241,3721.457519
-21.0,280,3723.917876
-21.0,322,3726.619229
-21.0,282,3728.877434
-21.0,265,3731.162486
-21.0,265,3733.371497
-20.0,327,3736.087165
-21.0,284,3738.377024
-21.0,253,3740.462649
-21.0,260,3742.636917
-20.0,295,3745.141654
-21.0,277,3747.531875
-21.0,307,3750.124367
-21.0,277,3752.488038
-21.0,288,3754.884385
-21.0,273,3757.242767
-21.0,328,3760.151972
-21.0,285,3762.539874
-21.0,268,3764.760191
-21.0,251,3766.840125
-20.0,303,3769.410021
-20.0,316,3772.124653
-20.0,388,3775.394435
-20.0,282,3777.805873
-19.0,314,3780.430048
-21.0,296,3782.992341
-21.0,279,3785.406898
-21.0,300,3787.89327
-19.0,308,3790.413526
-20.0,292,3792.854867
-20.0,305,3795.403327
-20.0,287,3797.783165
-21.0,260,3799.911659
-21.0,274,3802.186234
-20.0,354,3805.165183
-20.0,299,3807.600699
-20.0,360,3810.675197
-21.0,283,3812.952971
-21.0,273,3815.262976
-21.0,268,3817.414439
-21.0,314,3820.021336
-20.0,319,3822.61049
-21.0,255,3824.758035
-21.0,266,3826.932085
-21.0,293,3829.394657
-21.0,296,3831.940237
-21.0,270,3834.21089
-19.0,439,3838.031446
-21.0,285,3840.480625
-21.0,326,3843.165794
-20.0,302,3845.966907
-20.0,304,3848.470233
-17.0,378,3851.634278
-21.0,315,3854.208166
-19.0,320,3856.954679
-21.0,357,3859.826822
-19.0,325,3862.519979
-21.0,274,3864.780606
-21.0,293,3867.24794
-21.0,269,3869.490848
-21.0,266,3871.892748
-21.0,290,3874.252643
-21.0,300,3876.75107
-21.0,279,3879.005095
-20.0,297,3881.458344
-21.0,325,3884.074614
-21.0,282,3886.742454
-20.0,314,3889.376984
-20.0,309,3891.964427
-20.0,308,3894.508995
-21.0,292,3896.85232
-21.0,278,3899.164279
-20.0,333,3901.861175
-20.0,302,3904.443705
-21.0,254,3906.528654
-21.0,270,3908.862839
-21.0,321,3911.483771
-21.0,247,3913.541714
-21.0,311,3916.067248
-20.0,295,3918.527059
-20.0,288,3920.874127
-21.0,271,3923.152097
-21.0,299,3925.591372
-21.0,462,3929.423953
-21.0,329,3932.122685
-21.0,280,3934.450168
-21.0,263,3936.778252
-20.0,288,3939.366344
-20.0,278,3941.631041
-20.0,359,3944.62597
-20.0,323,3947.326061
-20.0,315,3949.953038
-21.0,289,3952.28919
-19.0,313,3954.875371
-20.0,307,3957.361296
-21.0,259,3959.510791
-21.0,304,3962.041839
-21.0,273,3964.210879
-18.0,337,3967.05337
-21.0,320,3969.735338
-21.0,251,3971.802676
-20.0,328,3974.532909
-21.0,275,3976.976587
-19.0,309,3979.586774
-19.0,384,3982.823716
-21.0,294,3985.356678
-20.0,347,3988.296944
-21.0,285,3990.750248
-21.0,305,3993.264794
-21.0,283,3995.656952
-20.0,376,3998.771877
-21.0,276,4001.080643
-20.0,304,4003.643978
-20.0,313,4006.288474
-21.0,293,4008.729544
-21.0,254,4010.952344
-20.0,343,4013.877372
-21.0,289,4016.223667
-20.0,357,4019.191637
-21.0,300,4021.730218
-20.0,319,4024.384403
-21.0,344,4027.224804
-20.0,319,4029.91864
-19.0,340,4032.860061
-21.0,272,4035.173979
-20.0,284,4037.548644
-21.0,263,4039.685739
-20.0,356,4042.685632
-21.0,281,4045.032142
-21.0,272,4047.282952
-20.0,303,4049.849853
-20.0,287,4052.297693
-21.0,269,4054.670324
-21.0,319,4057.393797
-19.0,339,4060.317703
-21.0,267,4062.476275
-21.0,292,4064.900427
-20.0,292,4067.378779
-20.0,359,4070.696682
-21.0,288,4073.054694
-21.0,263,4075.267907
-21.0,267,4077.467988
-20.0,312,4080.181153
-19.0,322,4082.83096
-21.0,339,4085.667329
-21.0,293,4088.061844
-21.0,295,4090.555936
-20.0,295,4092.962299
-21.0,248,4095.067662
-20.0,345,4098.04121
-20.0,331,4101.000865
-21.0,281,4103.367664
-21.0,322,4106.078307
-20.0,315,4108.7339
-21.0,303,4111.369893
-19.0,317,4114.161902
-19.0,340,4117.028224
-21.0,272,4119.231772
-21.0,268,4121.491273
-21.0,272,4123.718331
-20.0,340,4126.58881
-21.0,305,4129.117967
-20.0,282,4131.561537
-20.0,276,4133.955532
-20.0,303,4136.638045
-21.0,249,4138.734946
-21.0,250,4140.917674
-20.0,334,4143.743495
-21.0,248,4145.9363
-21.0,252,4148.101871
-20.0,286,4150.457736
-20.0,350,4153.402646
-21.0,280,4155.715215
-20.0,316,4158.352211
-19.0,379,4161.46618
-21.0,308,4164.077215
-20.0,314,4166.635783
-20.0,281,4169.040401
-21.0,291,4171.467842
-21.0,308,4174.154966
-21.0,290,4176.674211
-21.0,298,4179.734661
-20.0,359,4182.878856
-20.0,352,4185.795284
-19.0,335,4188.607438
-19.0,330,4191.320006
-21.0,280,4193.67174
-21.0,251,4195.819888
-21.0,305,4198.427141
-21.0,271,4200.860505
-21.0,254,4203.016811
-21.0,288,4205.519585
-19.0,327,4208.267215
-21.0,352,4211.263275
-20.0,332,4214.127898
-21.0,297,4216.589832
-21.0,290,4219.045287
-21.0,258,4221.343728
-21.0,282,4223.772454
-21.0,264,4226.035148
-20.0,314,4228.674474
-21.0,286,4231.195817
-21.0,290,4233.770563
-21.0,323,4236.582946
-21.0,343,4239.450103
-21.0,268,4241.749692
-20.0,311,4244.352612
-20.0,297,4246.893339
-20.0,278,4249.244725
-21.0,246,4251.642804
-21.0,301,4254.135206
-19.0,349,4257.08461
-19.0,369,4260.216672
-21.0,280,4262.669845
-20.0,294,4265.172287
-20.0,276,4267.604322
-20.0,279,4270.046225
-21.0,310,4272.697793
-21.0,289,4275.195367
-21.0,272,4277.497934
-21.0,284,4279.893545
-21.0,318,4282.679042
-21.0,288,4285.056495
-21.0,269,4287.313084
-18.0,360,4290.345462
-20.0,328,4293.22946
-19.0,406,4296.602909
-21.0,288,4299.136905
-21.0,275,4301.478677
-19.0,349,4304.509838
-20.0,334,4307.307452
-20.0,279,4309.681622
-21.0,282,4312.003062
-19.0,308,4314.605417
-21.0,312,4317.134743
-18.0,385,4320.330233
-21.0,255,4322.450043
-21.0,286,4324.88524
-21.0,313,4327.470795
-21.0,248,4329.593531
-21.0,278,4331.877227
-21.0,289,4334.347734
-21.0,306,4336.869195
-21.0,360,4339.888203
-21.0,314,4342.448918
-21.0,344,4345.46309
-21.0,267,4347.70728
-21.0,272,4350.167305
-21.0,279,4352.508653
-20.0,299,4355.0762
-21.0,291,4357.601841
-19.0,325,4360.501247
-21.0,265,4362.701833
-21.0,273,4364.954478
-21.0,290,4367.408993
-21.0,253,4369.505506
-20.0,296,4371.975158
-21.0,286,4374.351862
-21.0,297,4376.858267
-20.0,282,4379.299824
-21.0,243,4381.454265
-21.0,266,4383.763993
-19.0,349,4386.76566
-21.0,296,4389.251513
-20.0,312,4392.001024
-21.0,312,4394.612598
-21.0,289,4397.083518
-19.0,341,4399.903349
-21.0,299,4402.41115
-21.0,258,4404.550262
-21.0,265,4406.790402
-21.0,283,4409.125692
-18.0,353,4412.081631
-21.0,263,4414.246782
-20.0,297,4416.66415
-20.0,350,4419.682617
-21.0,279,4422.00827
-21.0,293,4424.484164
-21.0,277,4426.862051
-21.0,278,4429.260858
-20.0,329,4432.337645
-20.0,297,4434.999862
-20.0,284,4437.395155
-21.0,248,4439.571945
-20.0,300,4442.195153
-21.0,296,4444.77753
-21.0,288,4447.162062
-21.0,336,4450.007933
-20.0,283,4452.314069
-21.0,281,4454.737979
-20.0,318,4457.31064
-21.0,253,4459.442636
-21.0,290,4461.857236
-21.0,274,4464.169811
-21.0,269,4466.479122
-21.0,271,4468.712451
-21.0,309,4471.345721
-20.0,294,4473.811077
-20.0,381,4477.157308
-21.0,259,4479.298502
-21.0,275,4481.60373
-21.0,276,4483.863084
-20.0,311,4486.509506
-21.0,373,4489.530524
-20.0,347,4492.447187
-19.0,327,4495.120499
-20.0,298,4497.62638
-21.0,285,4500.101648
-21.0,292,4502.624369
-21.0,262,4504.842742
-21.0,291,4507.276178
-21.0,272,4509.542635
-21.0,310,4512.138443
-20.0,363,4515.130687
-20.0,301,4517.667506
-20.0,312,4520.380501
-21.0,255,4522.899522
-21.0,347,4526.06257
-21.0,253,4528.281424
-21.0,260,4530.465973
-21.0,245,4532.627292
-20.0,299,4535.647101
-20.0,281,4538.345773
-20.0,304,4541.032395
-21.0,283,4543.691579
-19.0,371,4546.942112
-21.0,285,4549.506036
-19.0,362,4552.85908
-21.0,266,4555.183797
-21.0,283,4557.635737
-21.0,326,4560.781956
-21.0,254,4562.910049
-19.0,429,4566.632284
-19.0,312,4569.225482
-21.0,250,4571.482239
-21.0,309,4574.09366
-20.0,338,4577.017837
-21.0,272,4579.326832
-20.0,312,4582.065725
-21.0,314,4584.743726
-20.0,392,4587.987564
-20.0,363,4591.029927
-20.0,306,4593.6669
-20.0,320,4596.395083
-21.0,267,4598.55752
-19.0,334,4601.386831
-21.0,265,4603.619295
-21.0,293,4606.094644
-21.0,296,4608.519554
-20.0,282,4610.931184
-20.0,322,4613.632324
-21.0,276,4616.238376
-21.0,265,4618.446086
-20.0,283,4620.839077
-21.0,268,4623.096013
-21.0,302,4625.626341
-21.0,285,4627.976229
-21.0,320,4630.607901
-21.0,289,4633.020532
-21.0,256,4635.24073
-21.0,280,4637.667121
-21.0,306,4640.268068
-21.0,294,4642.795756
-20.0,345,4645.67379
-18.0,340,4648.723591
-21.0,279,4651.169516
-20.0,270,4653.577126
-19.0,353,4656.474003
-21.0,315,4659.107389
-21.0,246,4661.210432
-21.0,314,4664.02065
-21.0,273,4666.344623
-21.0,315,4669.043991
-21.0,299,4671.71264
-19.0,338,4674.826618
-21.0,277,4677.226159
-21.0,283,4679.626885
-21.0,290,4682.045052
-21.0,316,4684.799301
-21.0,304,4687.354971
-21.0,312,4690.158317
-20.0,287,4692.522321
-21.0,291,4695.090916
-21.0,251,4697.155786
-19.0,317,4699.965129
-21.0,248,4702.087247
-18.0,344,4704.993082
-21.0,246,4707.035512
-20.0,276,4709.413014
-21.0,245,4711.459868
-20.0,318,4714.14677
-21.0,302,4716.695731
-21.0,272,4718.972429
-21.0,251,4721.25304
-21.0,275,4723.589998
-20.0,295,4726.147443
-21.0,290,4728.652679
-20.0,349,4731.638299
-20.0,286,4734.136261
-21.0,329,4736.915497
-21.0,260,4739.120837
-20.0,291,4741.662299
-20.0,281,4744.082915
-20.0,337,4746.961585
-19.0,401,4750.277523
-21.0,256,4752.446043
-20.0,334,4755.169797
-21.0,283,4757.570836
-21.0,285,4759.933048
-20.0,306,4762.551994
-21.0,251,4764.624722
-21.0,279,4767.04673
-21.0,252,4769.198968
-20.0,286,4771.840082
-21.0,303,4774.624113
-21.0,273,4777.123958
-20.0,279,4779.497393
-21.0,253,4781.715724
-20.0,365,4784.83566
-21.0,264,4787.165589
-21.0,312,4789.774495
-20.0,303,4792.315953
-21.0,274,4794.706533
-21.0,361,4798.123534
-21.0,277,4800.583011
-19.0,320,4803.311501
-20.0,309,4805.997392
-21.0,271,4808.336764
-21.0,273,4810.877414
-21.0,261,4813.115665
-20.0,299,4815.616424
-21.0,268,4817.856704
-21.0,285,4820.240148
-21.0,285,4822.643319
-21.0,285,4825.052171
-19.0,351,4827.99845
-21.0,269,4830.300193
-21.0,320,4833.006731
-21.0,271,4835.27478
-21.0,272,4837.51051
-21.0,290,4839.943243
-21.0,302,4842.406218
-21.0,256,4844.587179
-21.0,285,4846.914208
-21.0,274,4849.206676
-20.0,321,4851.860423
-21.0,248,4853.929471
-20.0,319,4856.592785
-20.0,331,4859.300256
-21.0,282,4861.713439
-21.0,292,4864.141423
-21.0,286,4866.589352
-21.0,306,4869.121644
-21.0,274,4871.436929
-20.0,323,4874.074121
-21.0,266,4876.334724
-21.0,274,4878.580228
-21.0,297,4881.124162
-21.0,275,4883.413346
-21.0,248,4885.423184
-21.0,252,4887.577733
-19.0,367,4890.594036
-20.0,366,4893.670827
-21.0,297,4896.155435
-21.0,249,4898.256919
-21.0,290,4900.659643
-21.0,266,4902.919271
-21.0,275,4905.185535
-20.0,294,4907.636663
-19.0,301,4910.097242
-21.0,275,4912.447788
-21.0,341,4915.259953
-21.0,258,4917.420658
-21.0,266,4919.760314
-21.0,308,4922.434259
-19.0,338,4925.297339
-20.0,301,4927.821837
-21.0,318,4930.610147
-21.0,251,4932.755831
-21.0,339,4935.711574
-20.0,275,4938.092283
-21.0,326,4940.789729
-21.0,336,4943.570376
-20.0,274,4945.861223
-21.0,284,4948.240135
-21.0,257,4950.3634
-21.0,307,4952.834219
-20.0,301,4955.365706
-21.0,326,4958.070446
-21.0,274,4960.372551
-21.0,351,4963.308587
-20.0,308,4965.929601
-19.0,405,4969.341336
-21.0,259,4971.47467
-21.0,278,4973.763486
-21.0,281,4976.162042
-21.0,295,4978.811184
-21.0,311,4981.554905
-20.0,295,4984.034562
-20.0,319,4986.731763
-21.0,315,4989.319872
-21.0,267,4991.540004
-19.0,364,4994.521345
-19.0,327,4997.245553
-20.0,323,4999.874303
-21.0,282,5002.23448
-20.0,329,5004.936475
-21.0,292,5007.386407
-17.0,379,5010.495484
-21.0,270,5012.779295
-21.0,307,5015.308846
-20.0,275,5017.646013
-21.0,281,5019.986342
-18.0,353,5022.945037
-20.0,279,5025.230712
-21.0,308,5027.797496
-21.0,293,5030.197595
-20.0,281,5032.617254
-21.0,274,5034.867571
-21.0,286,5037.252766
-20.0,323,5039.89876
-20.0,321,5042.714127
-21.0,326,5045.496585
-19.0,375,5048.724156
-21.0,314,5051.343672
-20.0,319,5054.150084
-21.0,251,5056.2806
-21.0,275,5058.689249
-20.0,314,5061.257583
-19.0,369,5064.373714
-21.0,281,5066.835524
-21.0,283,5069.234287
-20.0,340,5072.224612
-20.0,319,5075.059983
-20.0,345,5077.921894
-20.0,372,5081.017229
-20.0,350,5083.99013
-21.0,251,5086.060092
-21.0,317,5088.737219
-21.0,299,5091.197658
-19.0,320,5093.903144
-20.0,274,5096.178421
-20.0,292,5098.584998
-21.0,245,5100.693007
-21.0,291,5103.134718
-21.0,292,5105.689939
-21.0,286,5108.137043
-19.0,320,5111.039992
-21.0,273,5113.345043
-20.0,343,5116.284791
-21.0,280,5118.709571
-20.0,304,5121.369164
-20.0,316,5123.959584
-21.0,307,5126.560064
-20.0,281,5128.873291
-21.0,259,5131.110528
-19.0,364,5134.093286
-21.0,288,5136.576669
-20.0,319,5139.255319
-19.0,336,5142.078868
-19.0,369,5145.115406
-21.0,273,5147.425722
-20.0,270,5149.736973
-21.0,246,5151.855542
-21.0,249,5154.06097
-20.0,331,5156.861727
-21.0,282,5159.266166
-21.0,289,5162.058274
-21.0,276,5164.556723
-20.0,272,5166.867883
-18.0,338,5169.720855
-21.0,262,5171.89725
-21.0,263,5174.130792
-20.0,290,5176.468882
-21.0,273,5178.781474
-21.0,250,5180.804752
-20.0,343,5183.742063
-19.0,327,5186.45214
-20.0,301,5189.011662
-21.0,268,5191.206519
-20.0,302,5193.768106
-21.0,286,5196.110938
-21.0,245,5198.229817
-21.0,301,5200.754359
-21.0,305,5203.309409
-21.0,295,5205.717517
-21.0,272,5207.956689
-21.0,290,5210.375967
-20.0,320,5213.017653
-19.0,348,5215.964467
-20.0,287,5218.267283
-21.0,280,5220.627029
-20.0,388,5223.915091
-21.0,326,5226.563231
-21.0,270,5228.831823
-21.0,345,5231.694632
-21.0,288,5234.106644
-19.0,304,5236.650826
-21.0,278,5238.883405
-21.0,335,5241.695639
-21.0,267,5243.887431
-20.0,340,5246.746252
-21.0,274,5249.00975
-20.0,300,5251.529385
-20.0,300,5253.969995
-21.0,281,5256.359658
-21.0,280,5258.659014
-21.0,299,5261.156615
-21.0,279,5263.434712
-19.0,350,5266.38144
-20.0,402,5269.75852
-21.0,329,5272.538027
-21.0,296,5275.018809
-21.0,259,5277.222789
-19.0,376,5280.43391
-20.0,367,5283.687436
-20.0,329,5286.47236
-21.0,269,5288.724234
-21.0,270,5291.023929
-20.0,329,5293.923172
-21.0,345,5296.880142
-21.0,274,5299.172228
-21.0,273,5301.435981
-21.0,298,5303.981229
-21.0,313,5306.546397
-20.0,315,5309.208043
-21.0,329,5311.98631
-21.0,320,5314.671315
-20.0,277,5316.952825
-19.0,305,5319.56143
-21.0,246,5321.592885
-20.0,316,5324.314403
-21.0,271,5326.637541
-20.0,284,5329.132581
-21.0,284,5331.586245
-21.0,272,5333.950841
-21.0,279,5336.314593
-20.0,293,5338.916046
-21.0,274,5341.402771
-20.0,367,5344.764291
-20.0,313,5347.405846
-21.0,255,5349.571492
-21.0,295,5352.023707
-21.0,257,5354.085301
-21.0,254,5356.246837
-21.0,319,5358.910926
-20.0,274,5361.376342
-21.0,332,5364.242558
-21.0,256,5366.500798
-20.0,291,5369.005597
-19.0,344,5371.92991
-20.0,296,5374.48924
-21.0,306,5377.130895
-20.0,315,5379.727371
-21.0,251,5381.871712
-21.0,340,5384.682182
-21.0,256,5386.861541
-21.0,308,5389.391652
